Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
5729,ME,Provision for Establishment of Clean Fuel Vehicle Insurance Incentives,"An insurer may credit or refund any portion of the premium charged for
an insurance policy on a clean fuel vehicle in order to encourage its
policyholders to use clean fuel vehicles, as long as insurance premiums
on other vehicles are not increased to fund these credits or refunds.
Clean fuels include, but are not limited to, natural gas, propane,
hydrogen, alcohol fuels containing not less than 85% alcohol by volume,
and electricity.

(Reference [Maine Revised Statutes Title 24-A, Section 2303-B](http://www.mainelegislature.org/legis/statutes/))",,,FALSE,85,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,OTHER,FLEET|GOV|OTHER|IND,http://www.mainelegislature.org/legis/statutes/|http://www.mainelegislature.org/
5730,ME,Fuel-Efficient Vehicle Acquisition Requirements,"The Maine State Purchasing Agent may not purchase or lease any car or
light-duty truck for use by any state department or agency unless the
car or truck has a manufacturer's estimated highway mileage rating of at
least 45 miles per gallon (mpg) or 35 mpg, respectively. Cars and
light-duty trucks purchased for law enforcement and other special use
purposes the State Purchasing Agent designates are exempt from this
requirement.

(Reference [Maine Revised Statutes Title 5, Section 1812-E](http://www.mainelegislature.org/legis/statutes/))",,,FALSE,75,Laws and Regulations,,,,,,,EFFEC,,REQ,GOV,http://www.mainelegislature.org/legis/statutes/
5735,NE,Ethanol and Biodiesel Tax Exemption,"Motor fuels sold to an ethanol or biodiesel production facility and
motor fuels manufactured at and sold from an ethanol or biodiesel
facility are exempt from certain motor fuel tax laws enforced by the
Motor Fuels Division of the Nebraska Department of Revenue. (Reference
[Nebraska Revised
Statutes](http://nebraskalegislature.gov/laws/browse-statutes.php)
66-489 and 66-496)
",,,FALSE,30,State Incentives,,,,,,,BIOD|ETH,EXEM|TAX,,STATION|AFP|PURCH,http://nebraskalegislature.gov/laws/browse-statutes.php
5755,TN,Low- and Medium-Speed Vehicle Access to Roadways,"A low-speed vehicle is any four-wheeled electric vehicle, excluding golf
carts, that achieves speeds of at least 20 miles per hour (mph) but not
more than 25 mph. Low-speed vehicles may access roadways with speed
limits of up to 35 mph. A medium-speed vehicle is any four-wheeled
electric or gasoline vehicle that has a maximum speed of over 30 mph,
but not more than 35 mph. Medium-speed vehicles may not operate on
interstate highways. Low- and medium-speed vehicles must comply with the
safety standards in Title 49 of the Code of Federal Regulations, section
571.500.

(Reference [Tennessee Code 55-8-101 and 55-8-191](https://www.tncourts.gov/Tennessee%20Code))",,,FALSE,90,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,https://www.tncourts.gov/Tennessee%20Code
5756,KS,Biofuels Use Requirement,"State-owned diesel-powered vehicles and equipment must use a biodiesel
blend that contains at least 2% biodiesel (B2), where available, as long
as the price of the biodiesel blend is not more than \$0.10 per gallon
as compared to the price of diesel fuel. Individuals operating
state-owned motor vehicles must purchase fuel blends containing at least
10% ethanol (E10), as long as these fuel blends are not more than \$0.10
per gallon as compared to the price per gallon of regular gasoline fuel.

(Reference [Kansas Statutes 75-3744a](http://www.kslegislature.org/li/statute/))",,,FALSE,65,Laws and Regulations,,,,,,,BIOD|ETH,,REQ,PURCH|GOV,http://www.kslegislature.org/li/statute/
5759,CT,Alternative Fuel and Fuel-Efficient Vehicle Acquisition and Emissions Reduction Requirements,"Cars and light-duty trucks purchased by state agencies must meet the
following requirements:

-   Have an average U.S. Environmental Protection Agency estimated fuel
    economy of at least 40 miles per gallon;
-   Comply with state fleet vehicle acquisition requirements set forth
    under the Energy Policy Act of 1992 (EPAct); and
-   Obtain the best achievable fuel economy per pound of carbon dioxide
    emitted for the applicable vehicle classes.

Alternative fuel vehicles (AFVs) that the state purchases to comply with
these requirements must be capable of operating on an [EPAct-defined
alternative fuel](https://afdc.energy.gov/laws/391) that is available in
the state.

In addition, all cars and light-duty trucks that the state purchases or
leases must be hybrid electric vehicles, plug-in hybrid electric
vehicles, or capable of using alternative fuel. All AFVs purchased or
leased must be certified to the California Air Resources Board's (ARB)
Ultra Low Emission Vehicle II (ULEV II) standard, and all light-duty
gasoline vehicles and hybrid electric vehicles the state purchases or
leases must be certified, at a minimum, to the California ARB ULEV II
standard.

Beginning January 1, 2026, cars and light-duty trucks purchased by state
agencies must meet the following electric vehicle (EV) acquisition
goals:

-   50% of vehicle acquisitions must be EVs by 2026;
-   75% of vehicle acquisitions must be EVs by 2028; and,
-   100% of vehicle acquisitions must be EVs by 2030.

Lower EV maintenance costs must be considered when Connecticut
Department of Administrative Services (DAS) leases vehicles to other
state agencies. The DAS must report annually on the composition of the
state fleet, including the volume of alternative fuels used. Beginning
January 1, 2026, and annually thereafter, if procurement of light-duty
cars and trucks purchased by the state does not meet the ZEV procurement
requirements, DAS must submit an explanatory report to the General
Assembly.

Vehicles that the Connecticut Department of Public Safety designates as
necessary for the Department of Public Safety to carry out its mission
are exempt from these provisions.

(Reference [Connecticut General Statutes 4a-67d](http://www.cga.ct.gov) and [Senate Bill 4, 2022](https://www.cga.ct.gov/))",,2009-01-09 00:00:00 UTC,FALSE,75,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,,REQ,GOV,http://www.cga.ct.gov|https://www.cga.ct.gov/
5760,CT,Zero Emission Vehicle (ZEV) Sales Requirements and Low Emission Vehicle (LEV) Standards,"The Connecticut LEV Program requires that all new vehicles sold in
Connecticut meet California motor vehicle emissions and compliance
requirements specified in Title 13 of the [California Code of
Regulations](https://oal.ca.gov/). These regulations apply to new
vehicles with a gross vehicle weight rating of up to 14,000 pounds.
Manufacturers must meet the [greenhouse gas emissions
standard](https://www.afdc.energy.gov/laws/6493) and the [ZEV production
and sales requirements](https://www.afdc.energy.gov/laws/4249).
Beginning July 1, 2022, these regulations may apply to medium- and
heavy-duty vehicles. For more information, see the [Connecticut LEV
Program](http://www.ct.gov/deep/cwp/view.asp?A=2684&Q=398686) website.

(Reference [Senate Bill 4, 2022](https://www.cga.ct.gov/), [Connecticut General Statutes 22a-174g](http://www.cga.ct.gov/), and [Reference Regulations of Connecticut State Agencies 22a-174-36b](https://eregulations.ct.gov/eRegsPortal/Browse/RCSA))",,,FALSE,90,Laws and Regulations,,,,,,,OTHER,,AIRQEMISSIONS,MAN,https://www.cga.ct.gov/|http://www.cga.ct.gov/|https://eregulations.ct.gov/eRegsPortal/Browse/RCSA
5764,RI,Biodiesel Tax Exemption,"Biodiesel is exempt from the \$0.34 per gallon state motor fuel tax.
Biodiesel may be blended with other fuel for use in motor vehicles, but
only the biodiesel portion of the blended fuel is exempt. Biodiesel is
defined as fuel that is derived from vegetable oils or animal fats and
conforms to [ASTM](%20https://www.astm.org/Standard/index.html) Standard
D6751 specifications for use in diesel engines and results in employment
at a manufacturing facility for biodiesel fuel. (Reference [Rhode Island
General Laws](http://webserver.rilin.state.ri.us/Statutes/) 31-36-1(6))
",,2009-07-16 00:00:00 UTC,FALSE,10,State Incentives,,,,,,,BIOD,EXEM|TAX,,STATION|AFP|PURCH,http://webserver.rilin.state.ri.us/Statutes/
5765,MO,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled vehicle with a maximum
speed of 25 miles per hour (mph) that is manufactured in compliance with
safety standards specified in Title 49 of the [Code of Federal
Regulations](http://www.ecfr.gov/cgi-bin/text-idx?c=ecfr&tpl=/ecfrbrowse/Title49/49tab_02.tpl),
section 571.500. A low-speed vehicle may not operate on a street or
highway with a posted speed limit greater than 35 mph. (Reference
[Missouri Revised Statutes](https://revisor.mo.gov/main/Home.aspx)
304.029)

(Reference [Missouri Revised Statutes 304.029](https://revisor.mo.gov/main/Home.aspx))",,,FALSE,60,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,https://revisor.mo.gov/main/Home.aspx
5768,NH,Neighborhood Electric Vehicle (NEV) Access to Roadways,"A NEV is any four-wheel electric vehicle capable of achieving a top
speed between 20 and 25 miles per hour (mph) and complies with the
federal equipment and safety standards in Title 49 of the [U.S. Code of
Federal Regulations](https://www.govinfo.gov/app/collection/cfr),
section 571.500. NEVs may only operate on roads that have a posted speed
limit of 35 mph or less, but are not restricted from crossing roadways
with speeds limits greater than 35 mph.

(Reference [New Hampshire Revised Statutes 259:66-b, 265:158, and 266:114](http://gencourt.state.nh.us/rsa/html/indexes/default.html))",,,FALSE,55,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://gencourt.state.nh.us/rsa/html/indexes/default.html
5769,MI,Alternative Fuel Development Property Tax Exemption,"Industrial property that is used for high-technology activities or the
creation or synthesis of biodiesel fuel may be eligible for a tax
exemption. High-technology activities include those related to advanced
vehicle technologies such as electric, hybrid electric, or alternative
fuel vehicles and their components. To qualify for the tax exemption, an
industrial facility must obtain an exemption certificate for the
property from the Michigan State Tax Commission.

(Reference [Michigan Compiled Laws 207.552 and 207.803 through 207.809](http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home))",2002-10-17 00:00:00 UTC,2007-09-19 00:00:00 UTC,FALSE,25,State Incentives,,,,,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,EXEM|TAX,,AFP|OTHER,http://www.legislature.mi.gov/(S(kovblajtbo3pwn22ekizx255))/mileg.aspx?page=home
5778,NJ,Zero Emissions Vehicle (ZEV) Tax Exemption,"ZEVs sold, rented, or leased in New Jersey are exempt from state sales
and use tax. This exemption does not apply to partial ZEVs, including
plug-in hybrid electric vehicles. ZEVs are defined as vehicles that meet
California Air Resources Board zero emission standards for that model
year. For a list of qualified ZEV, see the New Jersey Department of the
Treasury [ZEV Sales Tax
Exemption](http://www.state.nj.us/treasury/taxation/zevnotice.shtml)
website.

(Reference [New Jersey Statutes 54:32B-8.55](http://www.njleg.state.nj.us/))",2004-05-01 00:00:00 UTC,,FALSE,5,State Incentives,,,,,,,ELEC,EXEM|TAX,,FLEET|IND,http://www.njleg.state.nj.us/
5779,NJ,Zero Emission Vehicle (ZEV) Production Requirements and Low Emission Vehicle (LEV) Standards,"New Jersey has adopted the California motor vehicle emissions standards
and compliance requirements specified in Title 13 of the [California
Code of Regulations](https://oal.ca.gov/). Manufacturers must meet the
[greenhouse gas emissions
standard](https://www.afdc.energy.gov/laws/6493) and the [ZEV production
and sales requirements](https://www.afdc.energy.gov/laws/4249). Under
the state's LEV program, the New Jersey Department of Environmental
Protection allows manufacturers who sell or lease qualified LEVs to earn
and bank vehicle equivalent credits. For more information, see the New
Jersey Department of Environmental Protection [LEV
Program](https://dep.nj.gov/drivegreen/nj-low-emission-vehicle-program/)
website.

(Reference [New Jersey Administrative Code 7:27-29.1 through 7:27-29.14](http://www.state.nj.us/oal/rules/accessp/))",2004-01-14 00:00:00 UTC,,FALSE,19,Laws and Regulations,,,,,,,OTHER,,AIRQEMISSIONS,MAN,http://www.state.nj.us/oal/rules/accessp/
5802,CA,Heavy-Duty Truck Idle Reduction Requirement,"A driver of a diesel-fueled vehicle with a gross vehicle weight rating
of more than 10,000 pounds may not idle the vehicle's primary engine for
more than five consecutive minutes at any location, and is not allowed
to operate a diesel-fueled auxiliary power system (APS) on the vehicle
for more than five minutes when located within 100 feet of a restricted
area. Exceptions apply in certain situations and for certain vehicles.
Any internal combustion APS used in California must comply with
applicable state off-road and/or federal non-road emissions standards
and test procedures for its fuel type and power category to ensure that
emissions do not exceed the emissions of a truck engine operating at
idle. Model Year 2008 and newer heavy-duty diesel engines must be
equipped with non-programmable engine shutdown systems that
automatically shut down the engine after five minutes of idling or
optionally meet a stringent nitrogen oxide idling emissions standard. A
heavy-duty diesel engine certified for optional idling emissions
standards must have a ""certified clean idle"" label, issued by the engine
manufacturer, affixed permanently on the driver's side hood of the
truck. Similarly, off-road diesel engine APSs fitted with a proper,
verified level 3 diesel particulate filter must have a ""verified clean
APS"" label, issued by the APS manufacturer, affixed permanently on the
driver's side hood of the truck.

Operators of trucks equipped with sleeper berths are required to shut
down the engine manually when idling more than five minutes at any
location within California and are subject to fines for violation. The
California Department of Motor Vehicles will not register, renew, or
transfer registration for any vehicle operator who has received a
violation until the violation is cleared.

For more information, see the California Air Resources Board [Heavy-Duty
Vehicle Idling Emission Reduction
Program](https://ww2.arb.ca.gov/capp-resource-center/heavy-duty-diesel-vehicle-idling-information)
website.

(Reference [California Code of Regulations Title 13, Section 2485](http://www.oal.ca.gov/))",,2007-10-13 00:00:00 UTC,FALSE,285,Laws and Regulations,,,,,,,IR,,AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://www.oal.ca.gov/
5803,CA,Idle Reduction Requirement at Schools,"A school bus driver must turn off the engine upon stopping at a school,
or within 100 feet of a school, and may not turn the engine on more than
30 seconds before departing from the location. When the bus is at least
100 feet away from a school, the driver may not idle the engine for more
than five consecutive minutes, or for periods totaling more than five
minutes during any one hour period. Transit and commercial vehicle
operators may not idle for more than five consecutive minutes at each
stop within 100 feet of a school, or for periods totaling more than five
minutes during any one hour period. Exemptions apply for necessary
idling while stopped in traffic, at traffic signals, and at the
direction of law enforcement personnel. For more information, see the
California Air Resources Board [School Bus Idling Airborne Toxic Control
Measure](http://www.arb.ca.gov/toxics/sbidling/sbidling.htm#Enforcement)
website.

(Reference [California Code of Regulations Title 13, Section 2480](http://www.oal.ca.gov/))",,,FALSE,290,Laws and Regulations,,,,,,,IR,,AIRQEMISSIONS|DREST,FLEET|GOV,http://www.oal.ca.gov/
5807,CA,Low-Speed Electric Vehicle (EV) Access to Roadways,"A low-speed EV, also known as a neighborhood electric vehicle, is
defined as a motor vehicle with four wheels, a gross vehicle weight
rating of 3,000 pounds or less, and capable of achieving a minimum speed
of 20 miles per hour (mph) and a maximum speed of 25 mph. Low-speed EVs
are subject to all provisions applicable to a motor vehicle and must
meet federal safety standards established in Title 49 of the [Code of
Federal Regulations](https://www.govinfo.gov/app/collection/uscode),
section 571.500. Drivers of low-speed EVs must comply with all
provisions applicable to drivers of motor vehicles. The operator of a
low-speed EV may not operate the vehicle on any roadway with a posted
speed limit greater than 35 mph except to cross a roadway at an
intersection.

(Reference [California Vehicle Code 385.5 and 21250-21266](http://www.oal.ca.gov/))",,,FALSE,315,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://www.oal.ca.gov/
5812,PA,Alternative Fuel Vehicle (AFV) Rebate,"The Pennsylvania Department of Environmental Protection (DEP) AFV
Program offers rebates to assist eligible residents with the cost of the
purchase or lease of new or qualifying pre-owned AFVs, including
all-electric vehicles (EVs), plug-in hybrid electric vehicles (PHEVs),
compressed natural gas (CNG) vehicles, electric motorcycles, and propane
vehicles. Applicants must meet income eligibility requirements for the
program and eligible AFV purchase price not exceed \$50,000. Rebates are
available in the following amounts:

  Vehicle Type                                               Rebate Amount
  ---------------------------------------------------------- ---------------
  EV (new or pre-owned)                                      \$2,000
  PHEV (new or pre-owned)                                    \$1,500
  CNG, Propane, and Electric Motorcycle (new or pre-owned)   \$500

An additional rebate of \$1,000 is available for all applicants that
meet the [low-income
requirement](https://aspe.hhs.gov/poverty-guidelines), as defined by the
U.S. Department of Health and Human Services. Applications much be
received within six months of vehicle purchase. Rebates are awarded on a
first-come, first-served basis. For more information, including forms
and detailed requirements and restrictions, see the [DEP AFV
Rebates](https://www.dep.pa.gov/Citizens/GrantsLoansRebates/Alternative-Fuels-Incentive-Grant/Pages/Alternative-Fuel-Vehicles.aspx)
website.

(Reference [Title 73 Pennsylvania Statutes, Chapter 18E, Section 1647.3](https://www.pacodeandbulletin.gov/))",2004-01-01 00:00:00 UTC,2008-07-10 00:00:00 UTC,FALSE,15,State Incentives,,2022-09-13 15:09:40 UTC,,,,,ELEC|HY|NG|PHEV|LPG,RBATE,,IND,https://www.pacodeandbulletin.gov/
5815,AR,Alternative Fuels Tax and Reporting,"Excise taxes on alternative fuels are imposed on a gasoline gallon
equivalent (GGE) basis. The tax rate for each alternative fuel type is
based on the number of motor vehicles licensed in the state that use the
specific fuel, not including vehicles the federal government owns or
leases. The Arkansas Department of Finance and Administration (DFA) and
the Arkansas State Highways and Transportation Department must prepare
an annual report with the number of alternative fuel vehicles licensed
in the state and the tax revenue generated. The DFA must establish the
tax rate annually by April 1. Licensed alternative fuel suppliers must
pay alternative fuel taxes for product dispensed, sold to a dealer or
user, or used in a motor vehicle owned or operated by the alternative
fuel supplier. Alternative fuel suppliers must prepare a monthly report
on the number of GGEs of alternative fuels sold and possess a sufficient
number of credits (also known as sales tickets) to cover the alternative
fuel sales tax. (Reference [Arkansas
Code](http://www.lexisnexis.com/hottopics/arcode/Default.asp) 19-6-301,
26-56-502, 26-56-601, and 26-62-201 through 26-62-209)
",,,FALSE,33,Laws and Regulations,,,,,,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,FUEL,STATION|PURCH,http://www.arkleg.state.ar.us/
5816,AR,Natural Gas Metering,"Individuals who use natural gas for residential or other tax-free
purposes may not use natural gas in motor vehicles unless the natural
gas is obtained through a separate meter which the alternative fuels
supplier installed for such purposes. (Reference [Arkansas
Code](http://www.lexisnexis.com/hottopics/arcode/Default.asp) 26-62-203)
",,,FALSE,36,Laws and Regulations,,,,,,,NG,,REGIS,PURCH|FLEET|GOV|IND,http://www.arkleg.state.ar.us/
5817,AR,Alternative Fuel Vehicle Conversion Notification,"Any individual or company who converts a vehicle to operate on an
alternative fuel must report the conversion to the Arkansas Department
of Finance and Administration (DFA) within 10 days of the conversion. An
owner or operator who fails to report such a conversion may be subject
to a penalty. For more information, including reporting forms, see the
[DFA](https://www.dfa.arkansas.gov/excise-tax/motor-fuel-tax/motor-fuel-tax-forms/)
website. (Reference [Arkansas
Code](http://www.lexisnexis.com/hottopics/arcode/Default.asp) 26-56-315
and 26-62-214)
",,,FALSE,31,Laws and Regulations,,,,,,,AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|PHEV|LPG,,REGIS,MAN|FLEET|GOV|IND,http://www.arkleg.state.ar.us/
5819,VA,Idle Reduction Requirement,"Motor vehicles licensed for commercial or public service may not idle
for more than three minutes in commercial or residential urban areas,
unless the engine is providing auxiliary power for purposes other than
heating or air conditioning. Tour buses and diesel vehicles are not
permitted to idle for more than 10 minutes. (Reference [Virginia
Administrative Code](http://leg1.state.va.us/000/reg/TOC.HTM)
9-5-40-5670(C))
",,,FALSE,90,Laws and Regulations,,,,,,,IR,,AIRQEMISSIONS|DREST,FLEET|GOV,http://leg1.state.va.us/000/reg/TOC.HTM
5824,ID,Neighborhood Electric Vehicle (NEV) Access to Roadways,"An NEV is defined as a self-propelled, electrically-powered,
four-wheeled motor vehicle that does not produce emissions and conforms
to the definition and requirements for low-speed vehicles specified in
Title 49 of the [Code of Federal
Regulations](https://www.govinfo.gov/app/collection/uscode), section
571.500. An NEV must be titled, registered, and insured according to
state law and may only be operated by a licensed driver. NEVs may not be
driven on any highway with a speed limit greater than 35 miles per hour
(mph), or across any highway with a speed limit greater than 45 mph.

(Reference [Idaho Statutes 49-123, 49-402, and 49-663](https://legislature.idaho.gov/statutesrules/))",,2009-04-20 00:00:00 UTC,FALSE,55,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,https://legislature.idaho.gov/statutesrules/
5825,ID,Propane Dealer Requirements,"Propane dealers must meet education, experience, and examination
qualifications, and hold a valid individual license. Each propane
fueling facility must be licensed. A fee of up to \$500 is required for
each license application, original license, and annual license renewal.

(Reference [Idaho Statutes 54-5301 to 54-5317](https://legislature.idaho.gov/statutesrules/))",,2009-04-01 00:00:00 UTC,FALSE,35,Laws and Regulations,,,,,,,LPG,,REGIS,STATION,https://legislature.idaho.gov/statutesrules/
5826,NM,Biofuels Production Tax Deduction,"The cost of purchasing qualified biomass feedstocks to be processed into
biofuels, as well as the associated equipment, may be deducted in
computing the compensating tax due under the New Mexico Gross Receipts
and Compensating Tax Act. For the purpose of this incentive, biofuels
include ethanol, methanol, methane, and hydrogen. (Reference [New Mexico
Statutes](https://nmonesource.com/nmos/nmsa/en/nav_date.do) 7-9-98)
",,,FALSE,15,State Incentives,,,,,,,BIOD|ETH|HY,TAX,,AFP,http://www.nmonesource.com/nmnxtadmin/NMPublic.aspx
5828,KY,Compressed Natural Gas (CNG) Deregulation,"The Kentucky Public Service Commission (Commission) may not regulate the
rates, terms, or conditions of service for the sale of CNG to a fueling
station, retailer, or to any end-user for use as a motor vehicle fuel.
However, transporting, distributing, or delivering natural gas to a CNG
retailer or end-user is subject to Commission regulations.

(Reference [Kentucky Revised Statutes 278.508](http://lrc.ky.gov/krs/titles.htm))",,,FALSE,65,Laws and Regulations,,,,,,,NG,,REGIS,STATION,http://lrc.ky.gov/krs/titles.htm
5831,KY,Biodiesel Production and Blending Tax Credit,"Qualified biodiesel producers or blenders are eligible for an income tax
credit of \$1.00 per gallon of pure biodiesel (B100) or renewable diesel
produced or used in the blending process. Re-blending of blended
biodiesel does not qualify for the tax credit. The total amount of
credits claimed by all biodiesel producers may not exceed the annual
biodiesel tax credit cap of \$10 million. Unused credits may not be
carried forward. For the purpose of this credit, biodiesel must meet
[ASTM](https://www.astm.org/Standard/index.html) Standard D6751, and
renewable diesel is defined as a renewable, biodegradable, non-ester
combustible liquid derived from biomass resources that meets
[ASTM](https://www.astm.org/Standard/index.html) Standard D975.

(Reference [Kentucky Revised Statutes 141.422 to 141.424](https://apps.legislature.ky.gov/law/statutes/))",,2007-08-22 00:00:00 UTC,FALSE,10,State Incentives,,,,,,,BIOD|RD,TAX,,STATION|AFP,https://apps.legislature.ky.gov/law/statutes/
5836,MD,Idle Reduction Requirement,"A motor vehicle engine may not operate for more than five consecutive
minutes when the vehicle is not in motion, with the following
exceptions: 1) when traffic conditions or mechanical difficulties do not
allow the vehicle to operate; 2) when it is necessary to operate
heating, cooling or auxiliary equipment installed on the vehicle; 3) to
bring vehicle to manufacturer's recommended operating temperature; or 4)
if idling is necessary to accomplish the intended use of the vehicle.

(Reference [ Maryland Statutes, Transportation Code 22-402](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home))",,,FALSE,65,Laws and Regulations,,,,,,,IR,,AIRQEMISSIONS|DREST,FLEET|GOV|IND,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
5837,MD,Low-Speed Vehicle Access to Roadways,"A low-speed vehicle is defined as a four-wheeled electric vehicle that
has a maximum speed capability of 20 miles per hour (mph) to 25 mph. A
low-speed vehicle must be registered with the Maryland Motor Vehicle
Administration and comply with federal safety standards contained in
Title 49 of the [Code of Federal
Regulations](http://www.gpo.gov/fdsys/), section 571.500. The State
Highway Administration or any local authority may prohibit the use of
low-speed vehicles on any controlled access highway in its jurisdiction.
Low-speed vehicles are only permitted on highways with a speed limit of
up to 30 mph, but may, except in certain situations, cross highways for
which the maximum speed limit exceeds 45 mph if the intersection is
controlled by a traffic light or a four-way stop sign.

(Reference [Maryland Statutes, Transportation Code 11-130.1, 21-313, 21-1125, and 22-101](http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home))",,,FALSE,75,Laws and Regulations,,,,,,,NEVS,,DREST,FLEET|GOV|IND,http://mgaleg.maryland.gov/webmga/frm1st.aspx?tab=home
5839,MS,Installation of Alternative Fuel Components in Vehicles,"A propane or compressed natural gas (CNG) carburetion system installer
who collects an installation service fee must hold an installer's
license from the State Liquefied Compressed Gas Board (Board) and must
notify the Board of any applicable installation. The Board or the
Mississippi Insurance Department must inspect propane or CNG carburetion
systems not installed by a qualified installer or manufacturer.
Regardless of installer, a field inspector must inspect all propane and
CNG carburetion systems installed on public transportation vehicles,
including school buses. The Board may require the inspection of any
propane or CNG carburetion systems installed on other vehicle types as
necessary, and all installations must comply with its rules and
regulations.

(Reference [Mississippi Code 75-57-47](http://www.lexisnexis.com/hottopics/mscode/))",,,FALSE,16,Laws and Regulations,,,,,,,AFTMKTCONV|NG|LPG,,REGIS,MAN|FLEET|GOV|IND,http://www.lexisnexis.com/hottopics/mscode/
5840,MS,Natural Gas Tax,"Compressed natural gas (CNG) and liquefied natural gas (LNG) used as
motor fuel must be sold in gasoline gallon equivalents (GGE) or diesel
gallon equivalents (DGE). A GGE of CNG is equal to 5.66 pounds (lbs.)
and a DGE of LNG is equal to 6.06 lbs.

Operators of motor vehicles capable of using natural gas must pay an
annual flat rate privilege tax if the vehicle has a gross vehicle weight
rating (GVWR) of 10,000 lbs. or less. Natural gas vehicles (NGVs) with a
GVWR greater than 10,000 lbs. are subject to privilege taxes charged per
hundred cubic feet of CNG and per diesel gallon equivalent of LNG;
operators must prepay a portion of this tax annually. The Mississippi
Department of Revenue may require the operator of five or more NGVs to
pay the tax on all fuel purchased for any purpose; in this case, the
fuel distributor will collect the excise tax at the time of sale or
delivery. Distributors of natural gas for use in motor vehicles must
also pay a privilege tax. Taxes on distributors and utilities do not
apply to sales or deliveries made to persons who hold permitted
compressed gas user's decals.

(Reference [Mississippi Code 27-59-11 and 75-27-114](http://www.lexisnexis.com/hottopics/mscode/))",,2015-03-13 00:00:00 UTC,FALSE,23,Laws and Regulations,,2015-05-13 14:52:00 UTC,,,,,NG,,FUEL,STATION|PURCH|FLEET|GOV|IND,http://www.legislature.ms.gov/Pages/default.aspx|http://www.lexisnexis.com/hottopics/mscode/
5865,ND,Biodiesel and Renewable Diesel Blender Tax Credit,"A licensed fuel supplier who blends biodiesel or renewable diesel with
diesel fuel may claim an income tax credit of \$0.05 per gallon for fuel
containing at least 5% biodiesel or renewable diesel. The tax credit may
not exceed the taxpayer's liability for the taxable year and each year's
unused credit amount may be carried forward for up to five taxable
years. The biodiesel or renewable diesel must meet applicable
[ASTM](%20https://www.astm.org/Standard/index.html) standards.
(Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
57-38-01.22)
",,2011-04-25 00:00:00 UTC,FALSE,15,State Incentives,,,,,,,BIOD|RD,TAX,,STATION,http://www.legis.nd.gov/general-information/north-dakota-century-code
5866,ND,Biofuel Loan Program,"The Biofuels Partnership in Assisting Community Expansion (PACE) Loan
Program provides an interest buy down of up to 5% below the note rate to
biodiesel, ethanol, or renewable diesel production facilities; livestock
operations feeding by-products produced at a biodiesel, ethanol, or
renewable diesel facility; and grain handling facilities which provide
storage of grain used in biofuels production. Qualified biodiesel,
ethanol, and renewable diesel production facilities located in North
Dakota may receive up to \$500,000 of interest buy down for the
purchase, construction, or expansion of a production facility, or the
purchase or installation of equipment at the facility.

Loan terms vary based on the project type, and recipients of Biofuels
PACE loans are not eligible for regular PACE loans. For more
information, including production facility eligibility requirements, see
the [Biofuels PACE
Program](https://bnd.nd.gov/ag/biofuels-pace-program/) website.

(Reference [North Dakota Century
Code](http://www.legis.nd.gov/general-information/north-dakota-century-code)
17-03)
",2011-04-25 00:00:00 UTC,2021-03-26 00:00:00 UTC,FALSE,35,State Incentives,,,,,,,BIOD|ETH|RD,LOANS,,STATION|AFP,http://www.legis.nd.gov/general-information/north-dakota-century-code|https://www.ndlegis.gov/
